,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,name,attack,defense,hp,capture_rate,sp_attack,sp_defense,speed,base_total,classification,type1,type2,height_m,weight_kg,percentage_male,generation,is_legendary
644,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,Landorus,145,90,89,3,105,80,91,600,Abundance Pokémon,ground,flying,1.5,68.0,100.0,5,1
645,"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,Kyurem,120,90,125,3,170,100,95,700,Boundary Pokémon,dragon,ice,3.0,325.0,genderless,5,1
646,['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,Keldeo,72,90,91,3,129,90,108,580,Colt Pokémon,water,fighting,1.4,48.5,genderless,5,1
647,['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Meloetta,128,90,100,3,77,77,128,600,Melody Pokémon,normal,psychic,0.6,6.5,genderless,5,1
648,['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,Genesect,120,95,71,3,120,95,99,600,Paleozoic Pokémon,bug,steel,1.5,82.5,genderless,5,1
649,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Chespin,61,65,56,45,48,45,38,313,Spiky Nut Pokémon,grass,none,0.4,9.0,88.1,6,0
650,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Quilladin,78,95,61,45,56,58,57,405,Spiny Armor Pokémon,grass,none,0.7,29.0,88.1,6,0
651,"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,Chesnaught,107,122,88,45,74,75,64,530,Spiny Armor Pokémon,grass,fighting,1.6,90.0,88.1,6,0
652,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Fennekin,45,40,40,45,62,60,60,307,Fox Pokémon,fire,none,0.4,9.4,88.1,6,0
653,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Braixen,59,58,59,45,90,70,73,409,Fox Pokémon,fire,none,1.0,14.5,88.1,6,0
654,"['Blaze', 'Magician']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,Delphox,69,72,75,45,114,100,104,534,Fox Pokémon,fire,psychic,1.5,39.0,88.1,6,0
655,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Froakie,56,40,41,45,62,44,71,314,Bubble Frog Pokémon,water,none,0.3,7.0,88.1,6,0
656,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Frogadier,63,52,54,45,83,56,97,405,Bubble Frog Pokémon,water,none,0.6,10.9,88.1,6,0
657,"['Torrent', 'Protean', 'Battle Bond']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,Greninja,145,67,72,45,153,71,132,640,Ninja Pokémon,water,dark,1.5,40.0,88.1,6,0
658,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bunnelby,36,38,38,255,32,36,57,237,Digging Pokémon,normal,none,0.4,5.0,50.0,6,0
659,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Diggersby,56,77,85,127,50,77,78,423,Digging Pokémon,normal,ground,1.0,42.4,50.0,6,0
660,"['Big Pecks', 'Gale Wings']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Fletchling,50,43,45,255,40,38,62,278,Tiny Robin Pokémon,normal,flying,0.3,1.7,50.0,6,0
661,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,Fletchinder,73,55,62,120,56,52,84,382,Ember Pokémon,fire,flying,0.7,16.0,50.0,6,0
662,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,Talonflame,81,71,78,45,74,69,126,499,Scorching Pokémon,fire,flying,1.2,24.5,50.0,6,0
663,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Scatterbug,35,40,38,255,27,25,35,200,Scatterdust Pokémon,bug,none,0.3,2.5,50.0,6,0
664,"['Shed Skin', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Spewpa,22,60,45,120,27,30,29,213,Scatterdust Pokémon,bug,none,0.3,8.4,50.0,6,0
665,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Vivillon,52,50,80,45,90,50,89,411,Scale Pokémon,bug,flying,1.2,17.0,50.0,6,0
666,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Litleo,50,58,62,220,73,54,72,369,Lion Cub Pokémon,fire,normal,0.6,13.5,11.2,6,0
667,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Pyroar,68,72,86,65,109,66,106,507,Royal Pokémon,fire,normal,1.5,81.5,11.2,6,0
668,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Flabébé,38,39,44,225,61,79,42,303,Single Bloom Pokémon,fairy,none,0.1,0.1,0.0,6,0
669,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Floette,65,67,74,120,125,128,92,551,Fairy Pokémon,fairy,none,0.2,0.9,0.0,6,0
670,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Florges,65,68,78,45,112,154,75,552,Garden Pokémon,fairy,none,1.1,10.0,0.0,6,0
671,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Skiddo,65,48,66,200,62,57,52,350,Mount Pokémon,grass,none,0.9,31.0,50.0,6,0
672,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Gogoat,100,62,123,45,97,81,68,531,Mount Pokémon,grass,none,1.7,91.0,50.0,6,0
673,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Pancham,82,62,67,220,46,48,43,348,Playful Pokémon,fighting,none,0.6,8.0,50.0,6,0
674,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,Pangoro,124,78,95,65,69,71,58,495,Daunting Pokémon,fighting,dark,2.1,136.0,50.0,6,0
675,['Fur Coat'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Furfrou,80,60,75,160,65,90,102,472,Poodle Pokémon,normal,none,1.2,28.0,50.0,6,0
676,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Espurr,48,54,62,190,63,60,68,355,Restraint Pokémon,psychic,none,0.3,3.5,50.0,6,0
677,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Meowstic,48,76,74,75,83,81,104,466,Constraint Pokémon,psychic,none,0.6,8.5,50.0,6,0
678,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,Honedge,80,100,45,180,35,37,28,325,Sword Pokémon,steel,ghost,0.8,2.0,50.0,6,0
679,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,Doublade,110,150,59,90,45,49,35,448,Sword Pokémon,steel,ghost,0.8,4.5,50.0,6,0
680,['Stance Change'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,Aegislash,150,50,60,45,150,50,60,520,Royal Sword Pokémon,steel,ghost,1.7,53.0,50.0,6,0
681,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Spritzee,52,60,78,200,63,65,23,341,Perfume Pokémon,fairy,none,0.2,0.5,50.0,6,0
682,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Aromatisse,72,72,101,140,99,89,29,462,Fragrance Pokémon,fairy,none,0.8,15.5,50.0,6,0
683,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Swirlix,48,66,62,200,59,57,49,341,Cotton Candy Pokémon,fairy,none,0.4,3.5,50.0,6,0
684,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Slurpuff,80,86,82,140,85,75,72,480,Meringue Pokémon,fairy,none,0.8,5.0,50.0,6,0
685,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Inkay,54,53,53,190,37,46,45,288,Revolving Pokémon,dark,psychic,0.4,3.5,50.0,6,0
686,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Malamar,92,88,86,80,68,75,73,482,Overturning Pokémon,dark,psychic,1.5,47.0,50.0,6,0
687,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Binacle,52,67,42,120,39,56,50,306,Two-Handed Pokémon,rock,water,0.5,31.0,50.0,6,0
688,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Barbaracle,105,115,72,45,54,86,68,500,Collective Pokémon,rock,water,1.3,96.0,50.0,6,0
689,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,Skrelp,60,60,50,225,60,60,30,320,Mock Kelp Pokémon,poison,water,0.5,7.3,50.0,6,0
690,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,Dragalge,75,90,65,55,97,123,44,494,Mock Kelp Pokémon,poison,dragon,1.8,81.5,50.0,6,0
691,['Mega Launcher'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Clauncher,53,62,50,225,58,63,44,330,Water Gun Pokémon,water,none,0.5,8.3,50.0,6,0
692,['Mega Launcher'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Clawitzer,73,88,71,55,120,89,59,500,Howitzer Pokémon,water,none,1.3,35.3,50.0,6,0
693,"['Dry Skin', 'Sand Veil', 'Solar Power']",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Helioptile,38,33,44,190,61,43,70,289,Generator Pokémon,electric,normal,0.5,6.0,50.0,6,0
694,"['Dry Skin', 'Sand Veil', 'Solar Power']",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Heliolisk,55,52,62,75,109,94,109,481,Generator Pokémon,electric,normal,1.0,21.0,50.0,6,0
695,"['Strong Jaw', 'Sturdy']",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,Tyrunt,89,77,58,45,45,45,48,362,Royal Heir Pokémon,rock,dragon,0.8,26.0,88.1,6,0
696,"['Strong Jaw', 'Rock Head']",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,Tyrantrum,121,119,82,45,69,59,71,521,Despot Pokémon,rock,dragon,2.5,270.0,88.1,6,0
697,"['Refrigerate', 'Snow Warning']",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,Amaura,59,50,77,45,67,63,46,362,Tundra Pokémon,rock,ice,1.3,25.2,88.1,6,0
698,"['Refrigerate', 'Snow Warning']",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,Aurorus,77,72,123,45,99,92,58,521,Tundra Pokémon,rock,ice,2.7,225.0,88.1,6,0
699,"['Cute Charm', 'Pixilate']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Sylveon,65,65,95,45,110,130,60,525,Intertwining Pokémon,fairy,none,1.0,23.5,88.1,6,0
700,"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,Hawlucha,92,75,78,100,74,63,118,500,Wrestling Pokémon,fighting,flying,0.8,21.5,50.0,6,0
701,"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Dedenne,58,57,67,180,81,67,101,431,Antenna Pokémon,electric,fairy,0.2,2.2,50.0,6,0
702,"['Clear Body', 'Sturdy']",0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,Carbink,50,150,50,60,50,150,50,500,Jewel Pokémon,rock,fairy,0.3,5.7,genderless,6,0
703,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Goomy,50,35,45,45,55,75,40,300,Soft Tissue Pokémon,dragon,none,0.3,2.8,50.0,6,0
704,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Sliggoo,75,53,68,45,83,113,60,452,Soft Tissue Pokémon,dragon,none,0.8,17.5,50.0,6,0
705,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Goodra,100,70,90,45,110,150,80,600,Dragon Pokémon,dragon,none,2.0,150.5,50.0,6,0
706,"['Prankster', 'Magician']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,Klefki,80,91,57,75,80,87,75,470,Key Ring Pokémon,steel,fairy,0.2,3.0,50.0,6,0
707,"['Natural Cure', 'Frisk', 'Harvest']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,Phantump,70,48,43,120,50,60,38,309,Stump Pokémon,ghost,grass,0.4,7.0,50.0,6,0
708,"['Natural Cure', 'Frisk', 'Harvest']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,Trevenant,110,76,85,60,65,82,56,474,Elder Tree Pokémon,ghost,grass,1.5,71.0,50.0,6,0
709,"['Pickup', 'Frisk', 'Insomnia']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,Pumpkaboo,66,70,59,120,44,55,41,335,Pumpkin Pokémon,ghost,grass,0.8,15.0,50.0,6,0
710,"['Pickup', 'Frisk', 'Insomnia']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,Gourgeist,100,122,85,60,58,75,54,494,Pumpkin Pokémon,ghost,grass,1.7,39.0,50.0,6,0
711,"['Own Tempo', 'Ice Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Bergmite,69,85,55,190,32,35,28,304,Ice Chunk Pokémon,ice,none,1.0,99.5,50.0,6,0
712,"['Own Tempo', 'Ice Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Avalugg,117,184,95,55,44,46,28,514,Iceberg Pokémon,ice,none,2.0,505.0,50.0,6,0
713,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,Noibat,30,35,40,190,45,40,55,245,Sound Wave Pokémon,flying,dragon,0.5,8.0,50.0,6,0
714,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,Noivern,70,80,85,45,97,80,123,535,Sound Wave Pokémon,flying,dragon,1.5,85.0,50.0,6,0
715,['Fairy Aura'],0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Xerneas,131,95,126,45,131,98,99,680,Life Pokémon,fairy,none,3.0,215.0,genderless,6,1
716,['Dark Aura'],1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,Yveltal,131,95,126,45,131,98,99,680,Destruction Pokémon,dark,flying,5.8,203.0,genderless,6,1
717,"['Aura Break', 'Power Construct']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Zygarde,100,121,216,3,91,95,85,708,Order Pokémon,dragon,ground,5.0,284.6,genderless,6,1
718,['Clear Body'],0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,Diancie,160,110,50,3,160,110,110,700,Jewel Pokémon,rock,fairy,0.7,8.8,genderless,6,1
719,['Magician'],1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,Hoopa,160,60,80,3,170,130,80,680,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),psychic,ghost,,,genderless,6,1
720,['Water Absorb'],0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,Volcanion,110,120,80,3,130,90,70,600,Steam Pokémon,fire,water,1.7,195.0,genderless,6,1
721,"['Overgrow', 'Long Reach']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,Rowlet,55,55,68,45,50,50,42,320,Grass Quill Pokémon,grass,flying,0.3,1.5,88.1,7,0
722,"['Overgrow', 'Long Reach']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,Dartrix,75,75,78,45,70,70,52,420,Blade Quill Pokémon,grass,flying,0.7,16.0,88.1,7,0
723,"['Overgrow', 'Long Reach']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,Decidueye,107,75,78,45,100,100,70,530,Arrow Quill Pokémon,grass,ghost,1.6,36.6,88.1,7,0
724,"['Blaze', 'Intimidate']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Litten,65,40,45,45,60,40,70,320,Fire Cat Pokémon,fire,none,0.4,4.3,88.1,7,0
725,"['Blaze', 'Intimidate']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Torracat,85,50,65,45,80,50,90,420,Fire Cat Pokémon,fire,none,0.7,25.0,88.1,7,0
726,"['Blaze', 'Intimidate']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,Incineroar,115,90,95,45,80,90,60,530,Heel Pokémon,fire,dark,1.8,83.0,88.1,7,0
727,"['Torrent', 'Liquid Voice']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Popplio,54,54,50,45,66,56,40,320,Sea Lion Pokémon,water,none,0.4,7.5,88.1,7,0
728,"['Torrent', 'Liquid Voice']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Brionne,69,69,60,45,91,81,50,420,Pop Star Pokémon,water,none,0.6,17.5,88.1,7,0
729,"['Torrent', 'Liquid Voice']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Primarina,74,74,80,45,126,116,60,530,Soloist Pokémon,water,fairy,1.8,44.0,88.1,7,0
730,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Pikipek,75,30,35,255,30,30,65,265,Woodpecker Pokémon,normal,flying,0.3,1.2,50.0,7,0
731,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Trumbeak,85,50,55,120,40,50,75,355,Bugle Beak Pokémon,normal,flying,0.6,14.8,50.0,7,0
732,"['Keen Eye', 'Skill Link', 'Sheer Force']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Toucannon,120,75,80,45,75,75,60,485,Cannon Pokémon,normal,flying,1.1,26.0,50.0,7,0
733,"['Stakeout', 'Strong Jaw', 'Adaptability']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Yungoos,70,30,48,255,30,30,45,253,Loitering Pokémon,normal,none,0.4,6.0,50.0,7,0
734,"['Stakeout', 'Strong Jaw', 'Adaptability']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Gumshoos,110,60,88,127,55,60,45,418,Stakeout Pokémon,normal,none,0.7,14.2,50.0,7,0
735,['Swarm'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Grubbin,62,45,47,255,55,45,46,300,Larva Pokémon,bug,none,0.4,4.4,50.0,7,0
736,['Battery'],1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,Charjabug,82,95,57,120,55,75,36,400,Battery Pokémon,bug,electric,0.5,10.5,50.0,7,0
